,terDate,deltaT,opType,strike,contract,last,bid,ask,change,%change,volume,openInterest,imVola0,opPriceU0,errPriceU0,opPriceU1,errPriceU1,opPriceU2,errPriceU2,opPriceU3,errPriceU3,opPriceU4,errPriceU4,opPriceU5,errPriceU5,opPriceU6,errPriceU6,opPriceU7,errPriceU7,opPriceU8,errPriceU8,imVola1,errVola,opPriceVola1,errPriceVola1,opPriceVola0,errPriceVola0
0,20141114,4,call,20.5,GE141114C00020500,5.1500000000000004,5.75,6.0499999999999998,0.0,0.00%,0,53,1.5117,5.9122464522469311,0.022769181446788214,5.9122464522469311,0.022769181446788214,5.9122464522469311,0.022769181446788214,5.9122464522469356,0.022769181446787481,5.9122464522469365,0.022769181446787332,5.9122464522469382,0.022769181446787041,5.9122464522469347,0.022769181446787627,5.9122464522469365,0.022769181446787332,5.9122464522469391,0.022769181446786895,1.6796875,0.11112489250512665,6.0546040449575917,0.00076099916654411969,6.0037315385082355,0.0076476795854155928
1,20141114,4,call,22.0,GE141114C00022000,2.8300000000000001,4.25,4.5499999999999998,0.0,0.00%,0,9,1.1718999999999999,4.4124108268015849,0.030239378724926352,4.4124108268015858,0.030239378724926158,4.4124108268015849,0.030239378724926352,4.4124108268015894,0.030239378724925377,4.412410826801592,0.030239378724924791,4.412410826801592,0.030239378724924791,4.4124108268015885,0.030239378724925572,4.412410826801592,0.030239378724924791,4.4124108268015938,0.030239378724924403,1.30859375,0.11664284495264107,4.5494237871534287,0.00012664018605959711,4.5064739615872833,0.0095661622885091242
2,20141114,4,call,22.5,GE141114C00022500,2.6200000000000001,3.75,4.0499999999999998,0.0,0.00%,10,10,1.0586,3.9124656183198039,0.033959106587702702,3.9124656183198039,0.033959106587702702,3.9124656183198039,0.033959106587702702,3.9124656183198079,0.033959106587701716,3.9124656183198092,0.033959106587701383,3.9124656183198105,0.033959106587701057,3.9124656183198065,0.033959106587702043,3.9124656183198092,0.033959106587701383,3.9124656183198128,0.033959106587700509,1.19140625,0.12545460986208201,4.0479266521883419,0.00051193773127355827,4.0057097658002991,0.010935860296222392
3,20141114,4,call,23.0,GE141114C00023000,3.2999999999999998,3.25,3.5499999999999998,0.0,0.00%,3,22,0.94920000000000004,3.4125204098380224,0.038726645116049979,3.4125204098380215,0.038726645116050229,3.4125204098380215,0.038726645116050229,3.4125204098380255,0.038726645116049105,3.4125204098380273,0.038726645116048605,3.4125204098380286,0.038726645116048224,3.4125204098380242,0.03872664511604948,3.4125204098380277,0.03872664511604848,3.4125204098380295,0.038726645116047974,1.0546875,0.11113305941845759,3.5392945782915133,0.0030156117488694479,3.5053795088989088,0.012569152422842539
4,20141114,4,call,23.5,GE141114C00023500,2.7599999999999998,2.77,3.0499999999999998,-0.12,-4.17%,1,64,0.83979999999999999,2.91257520135624,0.045057311030740912,2.91257520135624,0.045057311030740912,2.9125752013562392,0.045057311030741204,2.9125752013562431,0.045057311030739892,2.9125752013562449,0.045057311030739317,2.9125752013562467,0.045057311030738734,2.9125752013562423,0.045057311030740184,2.9125752013562454,0.045057311030739171,2.912575201356248,0.045057311030738297,0.9375,0.11633722314836867,3.036024981902032,0.004581973146874709,3.0042650440293834,0.014995067531349635
5,20141114,4,call,24.0,GE141114C00024000,2.3500000000000001,2.27,2.52,0.57999999999999996,+32.77%,15,27,0.67579999999999996,2.4126299928744581,0.042607145684738848,2.4126299928744581,0.042607145684738848,2.4126299928744572,0.042607145684739202,2.4126299928744621,0.042607145684737266,2.4126299928744634,0.042607145684736732,2.4126299928744648,0.042607145684736204,2.4126299928744608,0.042607145684737793,2.4126299928744643,0.042607145684736385,2.4126299928744661,0.042607145684735677,0.76171875,0.12713635691032857,2.5126634527109335,0.0029113282893121111,2.4844359782048673,0.014112707061560611
6,20141114,4,call,24.5,GE141114C00024500,1.2,1.78,2.0099999999999998,0.0,0.00%,1,513,0.55269999999999997,1.912684784392676,0.048415530152897422,1.9126847843926758,0.048415530152897533,1.912684784392676,0.048415530152897422,1.91268478439268,0.048415530152895438,1.9126847843926813,0.048415530152894772,1.9126847843926829,0.048415530152894001,1.9126847843926786,0.048415530152896097,1.9126847843926824,0.048415530152894223,1.9126847843926842,0.048415530152893335,0.625,0.13081237561063874,2.0010375046183118,0.0044589529262129505,1.977038693372787,0.016398660013538683
7,20141114,4,call,25.0,GE141114C00025000,1.3999999999999999,1.3400000000000001,1.4299999999999999,0.059999999999999998,+4.48%,60,695,0.28910000000000002,1.4127395759108941,0.012070226635738382,1.4127395759108941,0.012070226635738382,1.4127395759108941,0.012070226635738382,1.4127395759108978,0.012070226635735742,1.4127395759108994,0.012070226635734656,1.4127395759109007,0.012070226635733724,1.4127395759108967,0.012070226635736519,1.4127395759109,0.012070226635734189,1.412739575910902,0.012070226635732793,0.3125,0.080940850916637747,1.4295837934672362,0.00029105351941521125,1.4217650667091946,0.005758694608954811
8,20141114,4,call,25.5,GE141114C00025500,0.95999999999999996,0.84999999999999998,0.93999999999999995,0.070000000000000007,+7.87%,14,4108,0.2266,0.91279436742911235,0.028942162309454889,0.91791827459420494,0.023491197240207453,0.91279436742911213,0.028942162309455125,0.9127943674291159,0.028942162309451111,0.91279436742911735,0.028942162309449574,0.91279436742911879,0.028942162309448041,0.91279436742911491,0.028942162309452173,0.91279436742911824,0.02894216230944863,0.91279436742912012,0.028942162309446622,0.25390625,0.12050419240953224,0.94189986228158074,0.0020211300867880731,0.93268489695594248,0.0077820245149547553
9,20141114,4,call,26.0,GE141114C00026000,0.45000000000000001,0.46000000000000002,0.47999999999999998,-0.029999999999999999,-6.25%,638,2899,0.17580000000000001,0.44961004371086566,0.063312408935696507,0.47215026237167729,0.016353620059005616,0.43463950004589003,0.094501041571062414,0.43621845876303056,0.091211544243686299,0.4315383156783098,0.10096184233685454,0.4417860043220217,0.079612490995788099,0.43320517635354983,0.097489215930104497,0.44464418736358308,0.073657942992535225,0.43422507962168166,0.095364417454829833,0.1953125,0.11099260523321949,0.48502541865558452,0.010469622199134448,0.46504676326741484,0.031152576526219042
